description,num_of_ratings,rating,price_after_discount,price_before_discount,is_bestseller,product_category,discount
ATA 32-Inch HD LED Standard TV ATA 32 Black,10,4.8,4400,4400,No,television,0%
ATA ATA 43 Inch Full HD LED Standard TV Black - 43F0N,0,0,7350,7350,No,television,0%
TORNADO 32 Inch HD TV 32EL8250E-B Black,82,4.1,8459,8459,No,television,0%
LG LG 4K 55 Inch Smart LED TV with Magic Remote 55UR80006LJ Black 55UR80006LJ Black,582,4.4,47375,47375,No,television,0%
Samsung 43 Inch Full HD Smart TV | Android | Built In Receiver | 50HZ | UA43T5300AUXUM / UA43T5300A Black,2200,4.4,28425,28425,No,television,0%
Xiaomi 43-Inch 4K UltraHD Smart LED TV Mi TV 4S 43 Black Mi TV 4S 43 Black,1,4,50975,50975,No,television,0%
LG 43 Inch Full HD LED Smart TV With Flat Panel TV Wall Mount Bracket 20 X 26Cm 43LM6370PVA Black,1,5,14499,14499,No,television,0%
"Sony 32-Inch HD LED BRAVIA W830K Smart Android LED TV, with Google TV (2022 Model) | with Alexa Compatibility KD-32W830K Black",10,4.5,27475,27475,No,television,0%
LG 2023 LG StanbyME - 27inch Movable Smart Screen 27ART10AKPL White,6,4.7,104975,104975,No,television,0%
LG LG 50 Inch 4K UHD Smart LED TV with Built in Receiver - 50UQ75006LG Black,582,4.4,44625,44625,No,television,0%
LG 65 Inch OLED TV 4K HDR Smart TV OLED65CS3VA Black,144,4.3,128475,128475,No,television,0%
"NIKAI 32 Inch Smart LED TV | HD 1366 x 768 Resolution | Android TV with Wi-Fi & DLNA | Quad-Core Processor | 16W Speaker Power | 2x HDMI, 2x USB | Netflix, YouTube, Shahid NTV3200SLED / NTV3216SLED4 Black",14400,4,8875,8875,No,television,0%
Samsung 43 Inch Full HD LED Smart TV With Flat Panel TV Wall Mount Bracket 20 X 26Cm 43T5300 Black,3,2.3,28550,28550,No,television,0%
LG 65 Inch NanoCell TV 4K HDR Smart TV 65NANO776RA Black 65NANO776RA Black,95,4.7,69475,69475,No,television,0%
"LG 24 inch Full HD Computer Monitor with IPS Display, AMD FreeSync, OnScreen Control, Dynamic Action Sync, Wall Mount, Tilt, Wide Screen 24MK430H-B Black",0,0,23975,23975,No,television,0%
LG 55 Inch 4K OLED TV Smart TV OLED55C36LA Black OLED55C36LA Black,144,4.3,99975,99975,No,television,0%
Sony 65 Inch HDR Google TV In 4K With A Billion Colors KD-65X75AK Black,27,4.4,68375,68375,No,television,0%
LG 65-Inch New 4K QNED TV Smart TV 65QNED7S6QA Black,0,0,93975,93975,No,television,0%
Haier 32 Inch HD LED TV with Built-in Receiver H32D6M Black,32,4.4,6000,6532,No,television,8%
LG 65 Inch LED TV 4K HDR Smart TV 65UR80006LJ Black,582,4.4,66975,66975,No,television,0%
LG 43-Inch LED Full HD TV With Built-In Receiver 43LM5500PVA  With Flat Panel TV Wall Mount Bracket GM-B75 43LM5500PVA /bundle/Gift Black,0,0,41975,41975,No,television,0%
"Sony 55 Inch Ultra HD (4K) Smart Android TV, X75K Series KD-55X75AK Black",24,4.1,63000,63000,No,television,0%
Sony 65-Inch 4K HDR Mini LED Google TV XR-65X95K Black,0,0,205225,205225,No,television,0%
"Sony 50 Inch, 4k HDR, Android TV KD-50X75K Black",65,4.2,47725,47725,No,television,0%
LG OLED TV 65 Inch G1 Series Gallery Design 4K Cinema HDR webOS Smart with ThinQ AI Pixel Dimming OLED65G1PVA-SA black,0,0,134475,134475,No,television,0%
Sony 65 Inch 4K HDR KD-65X75K Google TV With A Billion Colors And Dolby Audio-2022 Model KD-65X75K Black,27,4.6,63925,63925,No,television,0%
Sony 43 Inch HDR Google TV In 4K With A Billion Colors KD-43X75K Black,65,4.2,36500,36500,No,television,0%
TORNADO 65 Inch 4K Frameless TV + Shahid VIP 6 Months Free Voucher less 65UA1400E Silver,75,4.4,29129,29129,No,television,0%
"Sony BRAVIA 43 inch Smart Google TV KD-43X75, 4K UHD, 2021 model KD43X75 Black",3,4.3,41300,41300,No,television,0%
Samsung Smart Full HD TV 43-Inch LED UA43T5300AU Black,29,3.9,28675,28675,No,television,0%
"Sony 32 Inch HD LED TV, 1 USB Inputs KDL-32R300E Black",32,4,22975,22975,No,television,0%
Samsung 55 Inch Crystal UHD 4K Smart TV 2023 55CU7000 UA55CU7000UXZN Black,3600,4.3,44350,44350,No,television,0%
LG 43-Inch Smart LED TV Full HD HDR With Built-In Receiver 43LM6370PVA Black,11,4,13999,13999,No,television,0%
Sony 32-Inch HDR Smart Google LED TV KD-32W830K Black,9,4.6,32475,32475,No,television,0%
Samsung 50-Inch Crystal UHD Crystal Processor 4K Flat Smart TV UA50AU7000UXEG Titan Grey,2100,4.4,40975,40975,No,television,0%
Philips 65 Inch 4K UHD LED Android TV 65PUT8507/56 Black 65PUT8507/56 Black,4,5,125625,125625,No,television,0%
Sony 65-Inch 4K HDR Android TV KD-65X75K Black,4,3.8,75925,75925,No,television,0%
Philips 43 Inch 4K UHD LED Android TV 43PUT8217/56 Black 43PUT8217/56 Black,9,3.8,33975,33975,No,television,0%
Sony Full Array LED 4K UHD Smart Television 55 Inch 2023 Model XR-55X90L Black,2,5,113750,113750,No,television,0%
Sony 55-Inch LED 4K HDR Google TV KD-55X80L Black,0,0,74475,74475,No,television,0%
Sony 4K HDR Google LED Television 65 Inch 2023 Model XR-65X90L Black,1,5,137225,137225,No,television,0%
Samsung 50Inch Crystal UHD 4K Smart TV 2023 UA50CU7000UXZN Black,3600,4.3,40475,40475,No,television,0%
Philips 70 Inch 4K UHD Smart Google LED Ambilight TV 70PUT7908/56 Black 70PUT7908/56 Black,32,4.3,87475,87475,No,television,0%
Philips 65 Inch 4K UHD Smart Google LED TV 65PUT7908/56 Black 65PUT7908/56 Black,2,5,77975,77975,No,television,0%
Sony Full Array LED 4K UHD Smart Television 55 Inch 2023 Model KD-55X85L Black,0,0,91475,91475,No,television,0%
"Sony 65 Inch Ultra HD (4K) Smart Android TV, X75K Series KD-65X75K Black",65,4.2,68900,68900,No,television,0%
Samsung 55-Inch 4K UHD Smart LED TV with Built-In Receiver - 55CU8000 Black,136,4,49975,49975,No,television,0%
Sony 50-Inch 4K HDR Android TV KD-50X75 Black,1,5,53725,53725,No,television,0%
Sony 50 Inch 4K HDR KD-50X75K Google TV In 4K With A Billion Colors And Dolby Audio-2022 Model KD-50X75K Black,22,4.3,53175,53175,No,television,0%
Samsung 55-Inch Crystal UHD LED OS 4K Flat Smart TV UA55AU7000UXEG Titan Grey,2100,4.4,44925,44925,No,television,0%
Sony 55 Inch 4K HDR KD-55X75K Google TV With A Billion Colors And Dolby Audio-2022 Model KD-55X75K Black,65,4.2,63500,63500,No,television,0%
"Samsung Smart TV, QLED, Q60D, 65 Inch, 2024, International Version 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA65Q60D/UA65Q60D Black",3600,4.3,86025,86025,No,television,0%
LG UR78 55 Inch 4K Smart UHD TV 2023 55UR78006LL Black 55UR78006LL Black,582,4.4,52075,52075,No,television,0%
Samsung 65 Inch QLED Smart TV 2023 65Q80C Carbon Silver,3500,4.4,95450,95450,No,television,0%
Samsung Samsung 55 Inch 8K Smart QLED TV with Built-in Receiver QA55QN700CUXEG Black,0,0,59999,109999,No,television,45%
LG Nanocell Tv 65-Inch Cinema Screen Design 4K Active Hdr Webos Smart Ai Thinq Local Dimming (2022) 65NANO796QA Black,47,4.4,81725,81725,No,television,0%
"LG 50-Inch UQ8000 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ UHD 4K TV(2022) 50UQ80006LD Black",1700,4.5,54975,54975,No,television,0%
"LG QNED TV 65 Inch QNED80 Series, Cinema Screen Design 4K Active HDR webOS22 With ThinQ AI 65QNED806QA Black",28,4,93475,93475,No,television,0%
Samsung 32-Inch 1366x768 HD Smart TV With Built In Receiver with wall mount UA32T5300 Black,3,2.3,20225,20225,No,television,0%
Samsung 50-Inch Crystal UHD 4K Flat Smart TV (2021) UE50AU7100 Black,0,0,57375,57375,No,television,0%
Samsung 55 Inch QLED 4K Smart TV 2023 - International Version QA55Q60CA Titan Grey,27,4.7,57750,57750,No,television,0%
Samsung 55 Inch Neo QLED 4K Smart TV 2023 QA55QN85CAUXZN Titan Black,3600,4.3,76150,76150,No,television,0%
LG 43UP8150PVB Real 4K UHD Smart TV 43UP8150 Black,3,3.7,52500,52500,No,television,0%
Samsung 50 Inch 4K Uhd Smart Led Tv With Built In Receiver 50BU8000 Black,3,5,46500,46500,No,television,0%
Samsung 65 Inch Crystal UHD 4K Smart TV 2023 - International Version UA65CU7000 Black,39,4.5,64725,64725,No,television,0%
"Samsung Smart TV, QLED, Q70D, 65 Inch, 2024, 100% Color Volume with Quantum Dot, 4K AI Upscaling, Tizen OS, Motion Xcelerator 100hz QA65Q70DAUXZN Titan Gray",3600,4.3,85975,85975,No,television,0%
Samsung Samsung 55 Inch 4K UHD Smart LED TV with Built in Receiver - 55CU8000 Black,41,4.2,51650,51650,No,television,0%
Samsung 65 Inch QLED 4K Smart TV 2023 65Q70C Titan Gray 65Q70C Titan Gray,3600,4.3,82725,82725,No,television,0%
Samsung 65Q80C 65 Inch QLED Smart TV 2023 - International Version QA65Q80CA Silver,4,4.8,99225,99225,No,television,0%
Samsung 55-Inch QN85B Neo QLED 4K Smart TV 55QN85BAUXEG Black,5,3.8,97225,97225,No,television,0%
Samsung 65 Inches AU8000 Crystal UHD 4K Flat Smart TV (2021) 65AU8000 Black,3500,4.4,63525,63525,No,television,0%
LG 43-Inch Smart Full HD TV With Built-In Receiver 43LM6300PVB Black,11,4.5,28725,28725,No,television,0%
"LG 65-Inch UHD Smart LED TV With Built-In Receiver Magic Remote, Model 65UR801 Black",4,5,27499,27499,No,television,0%
Philips 55 Inch 4K UHD Smart Google LED TV 55PUT8808/56 Black 55PUT8808/56 Black,0,0,77475,77475,No,television,0%
"LG 43-Inch UQ8000 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ UHD 4K TV(2022) 43UQ80006LD Black",13,4.8,55500,55500,No,television,0%
Samsung 65 Inch Neo QLED 4K Smart TV (2022) QA65QN90BAUXZN Titan Black,83,4.4,114975,114975,No,television,0%
"TCL 43 Inch, FHD, Android, LED TV 43S65A Black",7100,4.5,14999,14999,No,television,0%
Samsung 65 Inch QLED 4K Smart TV 2023 - International Version QA65Q60CA Titan Grey,27,4.7,75975,75975,No,television,0%
Samsung 65-Inch Crystal UHD 4K Flat Smart TV UA65AU7000U/UA65AU7000UXZN/UA65AU7000UXUM Titan Grey,2100,4.4,61500,61500,No,television,0%
"Samsung Smart TV, OLED, S95C, 55 Inch, 2023, Dolby Atmos, Neural Quantum Processor 4K, One Connect QA55S95CAUXZN Titan Black",3600,4.3,110000,110000,No,television,0%
Samsung 55 Inch QLED 4K Smart TV 2023 QA55Q80CAUXZN Carbon Silver,3600,4.3,82075,82075,No,television,0%
LG OLED Evo C3 65 Inch 4K Smart TV 2023 OLED65C36LA Black OLED65C36LA Black,144,4.3,138500,138500,No,television,0%
Samsung 65-Inch Crystal UHD Smart TV (2022) UA65BU8000UXZN Black,235,4,61850,61850,No,television,0%
"Samsung 50 Inch 4K UHD Smart LED TV, HDR Crystal Processor 4K With Tizen OS, 60 Hz Refresh rates and Built-In Receiver Model (2021). UA50AU7000UXUM Black",122,4.2,40475,40475,No,television,0%
Samsung 55 Inch 4K Uhd Smart Led Tv With Built In Receiver 55BU8000 Black + wall mount 55bu8000 black,0,0,57475,57475,No,television,0%
Samsung 65 Inch Crystal UHD 4K Smart TV 2023 65CU7000 UA65CU7000UXZN Black,3600,4.3,61725,61725,No,television,0%
Samsung 55-Inch Crystal UHD 4K Flat Smart TV 55AU8000 / 55AU8000U Black,79,4.2,48675,48675,No,television,0%
Haier LED 42 Inch - FHD-LED TV H42D6F Black,3,3.3,10499,12499,No,television,16%
Samsung 50-Inch BU8000 Crystal UHD Smart TV (2022) UA50BU8000UXZN Black,235,4,46500,46500,No,television,0%
Samsung 50-Inch Crystal UHD 4K Flat Smart TV UA50AU8000UXEG Black,79,4.2,46500,46500,No,television,0%
Samsung 55 Inch 4K Uhd Smart Led Tv With Built In Receiver 55BU8000 Black,7,4.9,47225,47225,No,television,0%
"LG 55-inch 4K NanoCell TV  Series 79, a5 Gen5 4K Processor, HDR10 Pro, HGiG.  NANO79 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ 55NANO796QA Black",1700,4.5,67000,67000,No,television,0%
Samsung Samsung 65 Inch 8K Smart Neo QLED TV with Built in Receiver 65QN800B Black,0,0,191175,191175,No,television,0%
Samsung 55-Inch UHD Wall LED Panel LH55UHFHLBB/UE Black,0,0,202475,202475,No,television,0%
LG 55 Inch 4K Neo QLED Smart TV 55QNED806QA Black,0,0,63025,63025,No,television,0%
"Samsung 55 Inch Crystal UHD 4K Smart TV 2023 PurColor, Smart Hub - INTERNATIONAL VERSION UA55CU7000 Black",39,4.5,44725,44725,No,television,0%
Samsung 65 Inch Neo QLED 8K Smart TV 2023 QA65QN900CUXZN Titan Black,3600,4.3,247475,247475,No,television,0%
Samsung 65 Inch Neo QLED 4K Smart TV 2023 QA65QN90CAUXZN Carbon Silver,3600,4.3,112875,112875,No,television,0%
Samsung 65 Inch Neo QLED 4K Smart TV (2022) 65QN95B Bright Silver,0,0,120475,120475,No,television,0%
Samsung 65 Inch QLED 4K Smart TV (2022) Q70 QA65Q70BAUXZN Titan Gray QA65Q70BAUXZN Titan Gray,75,3.9,90725,90725,No,television,0%
Samsung Smart TV Crystal UHD 4K CU8000 65 Inch 2023 Processor Airslim Dynamic Crystal Color With Soundbar 65CU8000+TH-N322B Titan Gray,3,4.7,64475,64475,No,television,0%
"Samsung 50 Inch Crystal UHD 4K Smart TV 2023 PurColor, Smart Hub - International Version UA50CU7000 Black",39,4.5,39875,39875,No,television,0%
"Samsung Smart TV, Neo QLED 8K, QN700C, 55 Inch, 2023, Quantum Matrix Technology, OTS Lite, Dolby Atmos QA55QN700CUXZN Titan Black",3600,4.3,141475,141475,No,television,0%
Samsung 65 Inches Q70A QLED 4K Smart TV (2021) 65Q70AA Titan Grey 65Q70AA Titan Grey,3500,4.4,88425,88425,No,television,0%
Samsung 43-Inch Full HD LED TV With Flat Panel Wall Mount Bracket 20x26cm 43T5300 /bundle/Gift Black,0,0,32125,32125,No,television,0%
LG 43 Inch FHD LED TV With Built In HD Receiver 43LM5500 Black,0,0,30375,30375,No,television,0%
Samsung 65 Inch Neo QLED 8K Smart TV (2022) QA65QN900BUXZN Stainless Steel,3,3.7,197875,197875,No,television,0%
Samsung 55 inch 4K UHD Smart LED TV with Built-in Receiver UA55DU8000 Titan Gray,3600,4.3,52975,52975,No,television,0%
LG LG TV 55 Inch 4K UHD Smart LED with Built in Receiver - 55UA85006LA 55UA85006LA black,1,5,21499,21499,No,television,0%
ATA ATA Smart Android FHD TV Screen 43 inch Frameless - ATA43FLS,0,0,8500,8500,No,television,0%
ATA ATA TV Screen 43 Inch FHD Frameless - ATA43FLN,1,4,7500,7500,No,television,0%
"Xiaomi TV A 43"" 2025 | Google TV | FHD Display | Dolby Audio, DTS-X, And DTS Virtual:X | Premium bezel-less Design | 360° Bluetooth Remote Control L43MA-AFME Black",711,4.2,29999,29999,No,television,0%
Haier Haier 65 Inch 4K QLED Smart Google TV-Gaming 144 Hz-MEMC/VRR/ALLM 3+32GB RAM/ROM-Hands Free Voice Control H65S90EU black,3,2,33311,41999,No,television,21%
"Samsung Samsung 55 Inch 4K UHD Smart QLED TV with Built-in Receiver - QA55Q80D, QA55Q80DAUXEG Carbon Silver",3600,4.3,106875,106875,No,television,0%
"Astra ASTRA SMART TV 43"", HD FRAMELESS",0,0,10500,10500,No,television,0%
TORNADO 4K Smart Frameless QLED TV 65 Inch Built-In Receiver - 65QS3500E Black,1,5,24250,25000,No,television,3%
SHARP 4K Smart Deep Chroma Frameless TV 75 Inch Built-In Receiver 4T-C75FN6EX 4T-C75FN6EX Black,0,0,53999,55555,No,television,3%
Samsung 55 Inch 4K Upscaling UHD TV | Dynamic Crystal Color | Air Slim Design | 50HZ | Built in receiver | (2024) UA55DU8000UXZN Titan Gray,3600,4.3,52875,52875,No,television,0%
"Samsung Smart TV, QLED, Q70D, 55 Inch, 2024, 100% Color Volume with Quantum Dot, 4K AI Upscaling, Tizen OS, Motion Xcelerator 120Hz QA55Q70DAUXZN Titan Gray",3600,4.3,74975,74975,No,television,0%
LG 43 Inch 4K UHD LED Smart TV | WebOs 24 | Built in Receiver | ThinQ AI | α5 AI Processor 4K Gen7 | Magic Remote | HDR10 Pro | 60HZ | (2024) - 43UT80006LA Black,106,4.4,35375,35375,No,television,0%
LG Smart TV 43 inch Full HD HDR LED TV - Built in Receiver - 43LM6370PVA 43LM6370PVA Black,0,0,13999,13999,No,television,0%
LG LG 55 Inch 4K UHD Smart LED TV with Built in Receiver - 55UT80006LB 55UT80006LB Black,50,4.2,47475,47475,No,television,0%
"Xiaomi TV A 55"" 2025 | Google TV | UHD 4K Display | Dolby Audio, DTS-X, And DTS Virtual:X | Premium bezel-less Design | 360° Bluetooth Remote Control L55MA-AME Black",711,4.2,41475,41475,No,television,0%
Arion ARION LED 32 Inch FHD Model AR-32T4,0,0,4499,4849,No,television,7%
LG LG 50 inch 4K Smart 50UR801C0LJ Black,11,4.2,44475,44475,No,television,0%
LG LG 55 Inch 4K UHD Smart LED TV with Built in Receiver - 55UT80006LA 55UT80006LA Black,16,4.7,46225,46225,No,television,0%
"Samsung Smart TV, QLED, Q60D, 55 Inch, 2024, International Version 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA55Q60D Black",3600,4.3,28500,28500,No,television,0%
Fresh Fresh TV 43 inch Smart 2 USB ports plus 2 HDMI ports,0,0,12449,12449,No,television,0%
"Samsung Smart TV, Crystal UHD, DU7000, 65 Inch, 2024, International Version PurColor, 4K Upscaling, Tizen OS, Q-Symphony UA65DU7000 Black",3600,4.3,62175,62175,No,television,0%
TORNADO 4K Smart Frameless TV 50 Inch Built-In Receiver 50UA3400E Black,7,4.1,21000,21000,No,television,0%
"Castle Castle Smart 43-inch LED TV, HD, with built-in receiver, LED CD 5543 S - Black",0,0,10250,11500,No,television,11%
"Arion ARION LED 43 Smart Tv AR-43T4S, FHD",0,0,7999,8699,No,television,8%
Samsung 75 Inch Crystal UHD DUE800 4K Tizen OS Smart TV - UA75DUE800UXEG UA75DUE800UXEG Titan Grey,0,0,40749,40999,No,television,1%
LG 55 Inch LG UHD UT80 4K Smart TV AI Magic remote HDR10 webOS24 2024 55UT80006LA.AMVE Black,582,4.4,46200,46200,No,television,0%
TORNADO TORNADO 4K Smart Frameless DLED TV 65 Inch Built-In Receiver + Shahid VIP 6 Months Free Voucher less 65US3500E Black,3,3.3,29129,29129,No,television,0%
"Samsung Smart TV, Neo QLED 4K, QN90D, 65 Inch, 2024, NQ4 AI Gen2 Processor, Quantum Matrix Technology, 4K AI Upscaling, Tizen OS QA65QN90DAUXZN Carbon Silver",3600,4.3,156250,156250,No,television,0%
LG 43-Inch Smart Full HD TV With Built-In Receiver 43LM6300PVB Black With Wall Mount 43LM6300PVB Black,3,5,41475,41475,No,television,0%
"ATA ATA 32 Inch HD LED TV, Black - ATA32H0N",0,0,4300,4300,No,television,0%
"Samsung Smart TV, QLED, Q60D, 55 Inch, 2024, 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA55Q60DAUXZN Black",3600,4.3,65800,65800,No,television,0%
"Samsung Smart TV, QLED, Q60D, 65 Inch, 2024, 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA65Q60DAUXZN Black",3600,4.3,40000,78650,No,television,49%
"Samsung The Serif Smart TV, Lifestyle TV, 65 Inch, 2024,International Verison, 360 All Round Design, Matte Display, Detachable Stand, Tizen OS, Cloud QA65LS01DAUXZN QA65LS01D Cloud White",3500,4.4,99999,199999,No,television,50%
SHARP 4K Smart Frameless TV 65 Inch Built-In Receiver 4T-C65FL6EX 4T-C65FL6EX Silver,3,4.7,28528,28528,No,television,0%
Sony 55 Inch 4K HDR Google TV With A Billion Colors And Dolby Audio-2022 Model With JVC Soundbar KD-55X75K   +TH-N322B Black,4,3.7,59999,59999,No,television,0%
Sony 55 Inch HDR Google TV In 4K With A Billion Colors KD-55X75AK Black,3,2.6,56475,56475,No,television,0%
ROWA ROWA TV 43 Inch FHD LED Smart Android TV Built-In Receiver - 43S52,0,0,9950,10300,No,television,3%
LG 75QNED86A6A 75 inch QNED evo MiniLED AI WebOS25 VRR 144hz 4K Smart TV alpha 8 AI Processor Gen2 AI Sound Pro with virtual 9.1.2 Dolby Vision / HDR10 / H [2025] 75QNED86A6A black,14,4.8,79999,87982,No,television,9%
"Castle Castle Smart 32-inch LED TV, CT 2132 S, LED, HD - Black",0,0,6050,7000,No,television,14%
"Castle Castle Smart 55-inch LED TV CT 2755SU, 4K - Black",0,0,16500,20000,No,television,18%
"Castle Castle 43-inch LED TV, HD, with built-in receiver, LED CD 5543 - Black",0,0,8800,11000,No,television,20%
LG 77 inch 4K Smart OLED TV And Native 120HZ Refresh Rate OLED77G46LA Black,0,0,186679,199999,No,television,7%
"Xiaomi TV S Mini LED 65"" 2025 | Bright 4K QD-MiniLED display | 144Hz refresh rate | Google TV™ | 3GB+32GB Storage | Dolby Audio/Dolby Atmos/DTS-X L65MA-SPLME Black",9,4.4,75125,75125,No,television,0%
Xiaomi 55-Inch 4K UHD Smart TV with 3.5L Air Fryer Bundle | 4K Resolution | HDR10 | Dolby Audio | Healthy Cooking | Perfect for Home Entertainment TV A43 + 55A2025+AIR-FRYER Black,0,0,44725,44725,No,television,0%
Sony 65 Inch 4K HDR BRAVIA 8 Smart TV Google120 Hz K-65XR80 Black,0,0,237075,237075,No,television,0%
"TORNADO 65 Inch 4K ULTRA HD Smart TV, Google TV with Hands Free Voice Control, Built-in Receiver, Dolby Vision Atmos, HDR 10+, Game Mode, Wide Colour Gamut, DTS HD, Google TV Android 65UA3400E Black",0,0,28999,28999,No,television,0%
"Xiaomi TV A Pro 43"" 2025 | Google TV | QLED | 4K Display | Dolby Audio, DTS-X, And DTS Virtual:X | Premium Quality Metallic Design | 360° Bluetooth Remote Control L43MA-SME Verdigris L43MA-SME Verdigris",436,4.4,29225,29225,No,television,0%
"Samsung Smart TV, Neo QLED 8K, QN900D, 65 Inch, 2024, NQ8 AI Gen3 Processor, 8K AI Upscaling Pro, Infinity Air Design, Tizen OS QA65QN900DUXZN Graphite Black",3600,4.3,297975,297975,No,television,0%
"Samsung The Serif Smart TV, Lifestyle TV, 55 Inch, 2024, 360 All Round Design, Matte Display, Detachable Stand, Tizen OS QA55LS01DAUXZN Cloud White",3,5,158975,158975,No,television,0%
"Xiaomi TV A 65"" 2025 | Google TV | UHD 4K Display | Dolby Audio, DTS-X, And DTS Virtual:X | Premium bezel-less Design | 360° Bluetooth Remote Control L65MA-AME Black",711,4.2,60725,60725,No,television,0%
"Xiaomi TV A 50"" 2025 | Google TV | UHD 4K Display | Dolby Audio, DTS-X, And DTS Virtual:X | Premium bezel-less Design | 360° Bluetooth Remote Control L50MA-AME Black",711,4.2,35975,35975,No,television,0%
"Samsung Smart TV, OLED, S95D, 65 Inch, 2024, NQ4 AI Gen2 Processor, OLED Glare free, OLED HDR Pro, Tizen OS QA65S95DAUXZN Graphite Black",3600,4.3,324975,324975,No,television,0%
